nodes,roots,leaves,edges,mean_predecessors,max_predecessors,min_predecessors,mean_successors,max_successors,min_successors,mean_edges,max_edges,min_edges,n_query_vars,n_query_evidence,experiment,runtime,exception
35,6,12,48,1.3714285714285714,2,0,1.3714285714285714,7,0,2.742857142857143,7,1,3,22,map_minfill,2.4207724,
41,9,13,54,1.3170731707317074,2,0,1.3170731707317074,4,0,2.6341463414634148,4,1,4,23,map_minfill,1.4266680999999997,
34,9,13,44,1.2941176470588236,2,0,1.2941176470588236,6,0,2.588235294117647,6,0,2,22,map_minfill,0.994374,
33,8,11,42,1.2727272727272727,2,0,1.2727272727272727,5,0,2.5454545454545454,5,1,3,20,map_minfill,0.4997616000000002,
30,6,10,41,1.3666666666666667,2,0,1.3666666666666667,7,0,2.7333333333333334,7,1,3,18,map_minfill,0.3661203999999998,
31,6,11,45,1.4516129032258065,2,0,1.4516129032258065,6,0,2.903225806451613,6,0,3,18,map_minfill,0.6794295999999997,
36,5,14,55,1.5277777777777777,2,0,1.5277777777777777,7,0,3.055555555555556,7,1,3,17,map_minfill,5.2420480000000005,
35,10,14,43,1.2285714285714286,2,0,1.2285714285714286,5,0,2.4571428571428573,5,1,4,18,map_minfill,8.4239986,
43,9,17,53,1.2325581395348837,2,0,1.2325581395348837,6,0,2.4651162790697674,6,1,4,23,map_minfill,1.1188561000000004,
37,7,12,51,1.3783783783783785,2,0,1.3783783783783785,7,0,2.756756756756757,7,1,4,24,map_minfill,0.7735077000000001,
32,7,12,42,1.3125,2,0,1.3125,6,0,2.625,6,1,3,18,map_minfill,21.7677671,
43,7,13,62,1.441860465116279,2,0,1.441860465116279,7,0,2.883720930232558,7,1,4,20,map_minfill,2.670601,
35,10,10,44,1.2571428571428571,2,0,1.2571428571428571,6,0,2.5142857142857142,6,1,4,19,map_minfill,0.4734810999999999,
44,7,14,67,1.5227272727272727,2,0,1.5227272727272727,8,0,3.0454545454545454,8,1,4,21,map_minfill,5.4199157,
36,8,15,46,1.2777777777777777,2,0,1.2777777777777777,7,0,2.555555555555556,7,1,4,20,map_minfill,1.4987294000000002,
38,5,14,54,1.4210526315789471,2,0,1.4210526315789471,7,0,2.8421052631578947,7,0,4,22,map_minfill,1.5250030999999995,
43,11,17,53,1.2325581395348837,2,0,1.2325581395348837,5,0,2.4651162790697674,5,1,4,24,map_minfill,5.1564254,
38,6,11,55,1.4473684210526316,2,0,1.4473684210526316,6,0,2.8947368421052637,6,1,4,20,map_minfill,23.551069,
42,10,15,55,1.3095238095238095,2,0,1.3095238095238095,7,0,2.619047619047619,7,0,4,21,map_minfill,1.4505166000000005,
35,7,6,48,1.3714285714285714,2,0,1.3714285714285714,6,0,2.742857142857143,6,0,4,18,map_minfill,3.4602633000000003,
